source_order,source_bq,source_artno,link_code,model_number,buyer_intent,keyword_cluster,title,primary_color,hero_angle,hero_source_anchor,main_image_roles,detail_focus,source_main_count,source_detail_count,source_color_count,facts_source,asset_folder,image_status,cdn_status,excel_status
11,BQ011,A002,BQ011-O1,BQ011-O1 / A002,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A002 Factory Supply for Brand Buyers,Grey Green,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ011_A002\01_主图\03_slip.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,5,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ011_A002\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ011_A002,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
12,BQ012,M8506,BQ012-W1,BQ012-W1 / M8506,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model M8506 for Importers and Wholesalers,White Red,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ012_M8506\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ012_M8506\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ012_M8506,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
12,BQ012,M8506,BQ012-R1,BQ012-R1 / M8506,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model M8506 Casual Walking Collection for Online Sellers,White Red,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ012_M8506\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ012_M8506\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ012_M8506,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
12,BQ012,M8506,BQ012-O1,BQ012-O1 / M8506,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model M8506 Factory Supply for Brand Buyers,White Red,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ012_M8506\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ012_M8506\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ012_M8506,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
13,BQ013,T55836,BQ013-W1,BQ013-W1 / T55836,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model T55836 for Importers and Wholesalers,Black,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ013_T55836\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ013_T55836\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ013_T55836,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
13,BQ013,T55836,BQ013-R1,BQ013-R1 / T55836,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model T55836 Casual Walking Collection for Online Sellers,Black,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ013_T55836\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ013_T55836\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ013_T55836,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
13,BQ013,T55836,BQ013-O1,BQ013-O1 / T55836,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model T55836 Factory Supply for Brand Buyers,Black,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ013_T55836\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ013_T55836\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ013_T55836,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
14,BQ014,A507,BQ014-W1,BQ014-W1 / A507,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A507 for Importers and Wholesalers,Black White,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ014_A507\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ014_A507\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ014_A507,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
14,BQ014,A507,BQ014-R1,BQ014-R1 / A507,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A507 Casual Walking Collection for Online Sellers,Black White,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ014_A507\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ014_A507\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ014_A507,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
14,BQ014,A507,BQ014-O1,BQ014-O1 / A507,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A507 Factory Supply for Brand Buyers,Black White,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ014_A507\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ014_A507\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ014_A507,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
15,BQ015,R1811,BQ015-W1,BQ015-W1 / R1811,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model R1811 for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ015_R1811\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ015_R1811\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ015_R1811,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
15,BQ015,R1811,BQ015-R1,BQ015-R1 / R1811,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model R1811 Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ015_R1811\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ015_R1811\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ015_R1811,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
15,BQ015,R1811,BQ015-O1,BQ015-O1 / R1811,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model R1811 Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ015_R1811\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,7,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ015_R1811\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ015_R1811,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
16,BQ016,201,BQ016-W1,BQ016-W1 / 201,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model 201 for Importers and Wholesalers,Black,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ016_201\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ016_201\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ016_201,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
16,BQ016,201,BQ016-R1,BQ016-R1 / 201,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model 201 Casual Walking Collection for Online Sellers,Black,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ016_201\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ016_201\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ016_201,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
16,BQ016,201,BQ016-O1,BQ016-O1 / 201,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model 201 Factory Supply for Brand Buyers,Black,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ016_201\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ016_201\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ016_201,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
17,BQ017,A008,BQ017-W1,BQ017-W1 / A008,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A008 for Importers and Wholesalers,Grey,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ017_A008\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ017_A008\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ017_A008,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
17,BQ017,A008,BQ017-R1,BQ017-R1 / A008,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A008 Casual Walking Collection for Online Sellers,Grey,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ017_A008\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ017_A008\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ017_A008,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
17,BQ017,A008,BQ017-O1,BQ017-O1 / A008,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A008 Factory Supply for Brand Buyers,Grey,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ017_A008\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ017_A008\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ017_A008,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
18,BQ018,A116,BQ018-W1,BQ018-W1 / A116,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A116 for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ018_A116\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ018_A116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ018_A116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
18,BQ018,A116,BQ018-R1,BQ018-R1 / A116,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A116 Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ018_A116\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ018_A116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ018_A116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
18,BQ018,A116,BQ018-O1,BQ018-O1 / A116,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A116 Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ018_A116\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ018_A116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ018_A116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
19,BQ019,A206,BQ019-W1,BQ019-W1 / A206,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A206 for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ019_A206\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ019_A206\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ019_A206,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
19,BQ019,A206,BQ019-R1,BQ019-R1 / A206,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A206 Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ019_A206\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ019_A206\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ019_A206,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
19,BQ019,A206,BQ019-O1,BQ019-O1 / A206,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A206 Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ019_A206\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ019_A206\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ019_A206,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
20,BQ020,A218,BQ020-W1,BQ020-W1 / A218,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A218 for Importers and Wholesalers,Grey,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ020_A218\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ020_A218\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ020_A218,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
20,BQ020,A218,BQ020-R1,BQ020-R1 / A218,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A218 Casual Walking Collection for Online Sellers,Grey,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ020_A218\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ020_A218\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ020_A218,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
20,BQ020,A218,BQ020-O1,BQ020-O1 / A218,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A218 Factory Supply for Brand Buyers,Grey,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ020_A218\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ020_A218\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ020_A218,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
21,BQ021,K6212,BQ021-W1,BQ021-W1 / K6212,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model K6212 for Importers and Wholesalers,Black White,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ021_K6212\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ021_K6212\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ021_K6212,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
21,BQ021,K6212,BQ021-R1,BQ021-R1 / K6212,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model K6212 Casual Walking Collection for Online Sellers,Black White,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ021_K6212\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ021_K6212\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ021_K6212,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
21,BQ021,K6212,BQ021-O1,BQ021-O1 / K6212,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model K6212 Factory Supply for Brand Buyers,Black White,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ021_K6212\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ021_K6212\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ021_K6212,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
22,BQ022,A2208,BQ022-W1,BQ022-W1 / A2208,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A2208 for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ022_A2208\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ022_A2208\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ022_A2208,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
22,BQ022,A2208,BQ022-R1,BQ022-R1 / A2208,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A2208 Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ022_A2208\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ022_A2208\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ022_A2208,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
